Nome,CNPJ,setor_economico_bovespa,data,ValorMercado,TotEmFiLP,TotEmFiCP,Receita,PtLqCo,PasNoCir,PasCir,LucroLiquido,Imobil,Fornec,CxOper,Estoques,EBIT,DvPgCP,DeprAmor,ClieCP,CtaRecCP,DpInCP,CaixaEEqCx,AtivoTot,AtvCir,ApFiVrJuLP,AplFin,ApFiVrJuCP,AFAvCAmLP,AFAvCAmCP,linha_na,aplfin,caixaeqvcaixa,contasreceber
Fras-Le,88610126000129,Bens industriais,Dez 2015,463501.2,231276,150882,875026,433253,270906,266800,52153,398914,42960,194571,187280,80868,6773,41585,0,91597,0,161895,970959,512512,0,0,0,0,0,1,0,161895,91597
Fras-Le,88610126000129,Bens industriais,Mar 2016,450084.06,189756,134331,204336,447140,232004,235634,11602,384836,45170,35499,181944,30971,1465,10370,0,74023,0,146579,914778,474409,0,0,0,0,0,1,0,146579,74023
Fras-Le,88610126000129,Bens industriais,Jun 2016,720941.76,173307,91525,421441,756466,215941,208027,30705,368925,55846,-173263,177092,65783,190,20122,0,61004,0,187223,1180434,759416,0,0,0,0,0,1,0,187223,61004
Fras-Le,88610126000129,Bens industriais,Set 2016,993440.58,150096,121648,617840,771733,192084,242184,53211,362995,53446,-106030,183632,79176,39,30194,0,72700,0,241974,1206001,789450,0,0,0,0,0,1,0,241974,72700
Fras-Le,88610126000129,Bens industriais,Dez 2016,926925.12,138861,117307,812651,773042,188481,240781,64281,345301,56420,-73356,172161,83637,0,40016,0,75126,0,256244,1202304,796359,0,0,0,0,0,1,0,256244,75126
Fras-Le,88610126000129,Bens industriais,Mar 2017,952673.04,109645,134361,177368,789542,162585,261844,9872,336014,67123,15199,174116,5003,0,9430,0,91336,0,252791,1213971,817826,0,0,0,0,0,1,0,252791,91336
Fras-Le,88610126000129,Bens industriais,Jun 2017,948381.72,108566,143370,392435,780876,161918,315420,37759,333552,74118,103822,182800,29758,0,18484,0,95790,0,321055,1258214,862015,0,0,238961,0,0,1,238961,321055,95790
Fras-Le,88610126000129,Bens industriais,Set 2017,1287396,81144,132871,611304,798846,134163,279999,53615,327135,77147,94276,204512,49405,0,28040,0,82232,0,245722,1213008,819672,0,0,0,0,0,1,0,245722,82232
Fras-Le,88610126000129,Bens industriais,Dez 2017,1150073.76,85218,135038,832831,783021,155123,418321,64065,371930,78378,128706,256210,65239,0,41192,0,90767,0,237773,1356465,864781,0,0,0,0,0,1,0,237773,90767
Fras-Le,88610126000129,Bens industriais,Mar 2018,1208006.58,66035,128300,246568,850561,161811,292385,45194,423459,86477,43122,280146,70339,0,10376,0,127589,0,112809,1304757,753539,0,0,0,0,0,1,0,112809,127589
Fras-Le,88610126000129,Bens industriais,Jun 2018,1008460.2,67562,156234,529170,839919,160651,355115,63946,430449,94564,244885,307111,92926,0,21198,0,115831,0,310182,1355685,790204,0,0,0,0,0,1,0,310182,115831
Fras-Le,88610126000129,Bens industriais,Set 2018,866846.64,189377,142849,789896,848708,284007,313645,74448,434627,83280,222772,340133,119856,0,32085,0,105423,0,352685,1446360,870170,0,0,0,0,0,1,0,352685,105423
Fras-Le,88610126000129,Bens industriais,Dez 2018,987003.6,214347,157413,1141149,826560,327506,373147,93329,503965,95658,266154,368281,139774,0,44002,0,124231,0,224720,1527213,782109,0,0,0,0,0,1,0,224720,124231
Fras-Le,88610126000129,Bens industriais,Mar 2019,1094286.6,194154,141451,322731,821987,376220,330966,-2182,580916,90744,19165,342699,15084,0,11913,0,147497,0,170438,1529173,711889,0,0,0,0,0,1,0,170438,147497
Fras-Le,88610126000129,Bens industriais,Jun 2019,1025625.48,178472,150080,661556,814282,374099,345671,27019,590060,95171,33199,365660,42196,0,24241,0,141488,0,121106,1534052,685459,0,0,0,0,0,1,0,121106,141488
Fras-Le,88610126000129,Bens industriais,Set 2019,982712.28,271469,134424,994689,802054,474480,354186,40112,614837,95642,73831,364682,69627,0,36770,0,114251,0,175088,1630720,761274,0,0,0,0,0,1,0,175088,114251
Fras-Le,88610126000129,Bens industriais,Dez 2019,1223026.2,274687,117839,1365509,779328,498905,341791,36889,641177,93715,121037,333272,106677,0,57702,0,142398,0,178391,1620024,730261,0,0,0,0,0,1,0,178391,142398
Gafisa,01545826000107,Consumo cíclico,Mar 2007,3344755.908,299469,56379,224316,1414833,409000,416643,-12552,11507,62144,-141868,559459,976,11163,4045,392634,0,621252,0,2241757,1717864,0,0,0,0,0,1,0,621252,392634
Gafisa,01545826000107,Consumo cíclico,Jun 2007,3903561.4,308566,62191,490864,1465987,426745,402305,19588,15169,75638,NA,594013,34995,2823,NA,435887,0,496016,0,2295382,1683830,0,0,0,0,0,1,0,496016,435887
Gafisa,01545826000107,Consumo cíclico,Set 2007,3987671,342773,33774,799419,1507515,482546,427212,50523,15660,78655,NA,709115,81415,0,NA,485989,0,372092,0,2417273,1723315,0,0,0,0,0,1,0,372092,485989
Gafisa,01545826000107,Consumo cíclico,Dez 2007,4296511.88,620640,68716,1172174,1547986,792888,577396,113603,19513,86709,-496010,774908,141044,26981,14823,524818,0,514447,0,2950493,1961940,0,0,0,0,0,1,0,514447,524818
Gafisa,01545826000107,Consumo cíclico,Mar 2008,3755721.63,1005691,85276,319482,1593624,1272637,716097,41646,20901,115794,-160813,1015020,49580,26981,1751,607668,0,722385,0,3611764,2533932,0,0,0,0,0,1,0,722385,607668
Gafisa,01545826000107,Consumo cíclico,Jun 2008,3580946.58,947371,136784,755183,1675680,1553144,840215,100395,23828,122452,-352374,1185037,122366,10,3373,763909,0,775009,0,4095628,2925776,0,0,0,0,0,1,0,775009,763909
Gafisa,01545826000107,Consumo cíclico,Set 2008,3132108.3,1080229,296918,1149879,1742707,1729788,1109502,139781,18775,107668,-583963,1443812,186435,0,8719,861283,0,790325,0,4606797,3326633,0,0,0,0,0,1,0,790325,861283
Gafisa,01545826000107,Consumo cíclico,Dez 2008,1363311.87,1042673,509448,1740404,2083822,1938725,1328395,109921,50348,112900,-309584,1695130,210052,26106,52635,1254594,0,605502,0,5538858,3776701,0,0,0,0,0,1,0,605502,1254594
Gafisa,01545826000107,Consumo cíclico,Mar 2009,1514068.95,1034140,528546,541887,2199800,1869990,1522005,36733,45130,108058,-117987,1429411,74010,26106,7982,1392606,0,500778,0,5725838,3501431,0,0,0,0,0,1,0,500778,1392606
Gafisa,01545826000107,Consumo cíclico,Jun 2009,2136239.82,1740180,502573,1247705,2264340,2584853,1506543,94501,49126,155701,-251424,1250203,184728,26106,14382,989326,0,1056312,0,6435538,3412196,0,0,0,0,0,1,0,1056312,989326
Gafisa,01545826000107,Consumo cíclico,Set 2009,3481953.44,1880639,651088,2124806,2336365,2773029,1798052,158218,53698,194302,-445917,1376236,330650,26106,24169,1718110,0,1099687,0,6931539,4321581,0,0,0,0,0,1,0,1099687,1718110
Gafisa,01545826000107,Consumo cíclico,Dez 2009,4709782.48,2321443,800689,3022346,2384181,3283540,2020602,213540,56476,194331,-676693,1332374,461174,54279,33184,2008464,0,1424053,0,7688323,4892448,0,0,0,0,0,1,0,1424053,2008464
Gafisa,01545826000107,Consumo cíclico,Mar 2010,5146265.44,2158067,875533,907585,3492889,3268970,2056473,64819,60269,234648,-107344,1327966,131726,54468,10238,2193650,0,2125613,0,8818332,5773717,0,0,0,0,0,1,0,2125613,2193650
Gafisa,01545826000107,Consumo cíclico,Jun 2010,4630478.4,2100181,948990,1835027,3591729,3413129,2163821,162087,59659,244545,-471171,1446760,278965,52287,19019,2470944,0,1806384,0,9168679,5901703,0,0,0,0,0,1,0,1806384,2470944
Gafisa,01545826000107,Consumo cíclico,Set 2010,5623362.45,1923250,1003892,2792223,3731571,3286064,2292498,278687,63825,292444,-940694,1447266,431172,52287,27324,2727930,0,1231143,0,9310133,5616585,0,0,0,0,0,1,0,1231143,2727930
Gafisa,01545826000107,Consumo cíclico,Dez 2010,5188216.6,2465674,824435,3720860,3783669,3748713,2017172,416050,80852,190461,-1096604,1568986,560997,102767,33816,3158074,0,0,256382,9549554,6127729,0,0,944766,0,0,1,944766,256382,3158074
Gafisa,01545826000107,Consumo cíclico,Mar 2011,4451882.88,2378763,909896,800356,3809175,3616118,2197739,13706,79821,178443,-192198,1765570,53610,0,12365,0,3357360,0,228700,9623032,6283192,0,0,698277,0,0,1,698277,228700,3357360
Gafisa,01545826000107,Consumo cíclico,Jun 2012,1136875.36,2309692,1546049,1968370,2746145,3260865,3163644,-30468,48789,174892,172700,2053171,108303,10853,32688,0,3745488,0,300654,9170654,7367359,0,0,796623,0,0,1,796623,300654,3745488
Gafisa,01545826000107,Consumo cíclico,Set 2012,1927933.12,2432012,1418033,3032464,2771971,3261139,2992548,-25628,41294,156197,351480,2038646,212959,7684,51392,0,3325239,0,463846,9025658,7020400,0,0,770980,0,0,1,770980,463846,3325239
Gafisa,01545826000107,Consumo cíclico,Dez 2012,2037687.3,2757503,1158843,3953282,2692367,3499037,2879590,-124504,46846,167008,650945,2130195,171805,13389,87584,0,2915253,0,627137,9070994,7218690,0,0,1054151,0,0,1,1054151,627137,2915253
Gafisa,01545826000107,Consumo cíclico,Mar 2013,1743781.16,2718685,993956,668591,2644543,3287002,2598829,-55473,44801,153896,-26382,1824553,18446,8497,10297,0,2492119,0,676158,8530374,6170781,0,0,767486,0,0,1,767486,676158,2492119
Gafisa,01545826000107,Consumo cíclico,Jun 2013,1222557.12,2619665,872875,1148414,2618458,3000844,2873442,-69617,42732,101194,-41174,1557079,-28819,0,20431,0,2184064,0,476749,8492744,6745681,0,0,624411,0,0,1,624411,476749,2184064
Gafisa,01545826000107,Consumo cíclico,Set 2013,1520712.4,2460134,1049820,1776461,2267662,2883520,3048496,-53839,42979,98964,46026,1489538,-692,0,38573,0,2103130,0,274625,8199678,6227366,0,0,506981,0,0,1,506981,274625,2103130
Gafisa,01545826000107,Consumo cíclico,Dez 2013,1470103.8,1905310,1154218,2481211,3214483,2285524,2683023,867443,36385,79342,297652,1442019,401871,150067,63014,0,1909877,0,215194,8183030,5679907,0,0,1808969,0,0,1,1808969,215194,1909877
Gafisa,01545826000107,Consumo cíclico,Mar 2014,1433569.2,1781942,1161893,432701,3129509,2161919,2326635,-39789,37687,138536,-54109,1498999,-25884,32942,14022,0,1721676,0,0,7618063,5101793,0,0,1373724,0,0,1,1373724,0,1721676
Gafisa,01545826000107,Consumo cíclico,Jun 2014,1363994.02,1696853,976336,1007531,3138131,2056378,2093894,-40640,47453,76619,-40042,1577905,-13195,32945,29999,0,1709718,0,135089,7288403,4916988,0,0,1144479,0,0,1,1144479,135089,1709718
Gafisa,01545826000107,Consumo cíclico,Set 2014,1199599.2,1966369,864800,1501722,3129137,2328382,2121335,-50594,50025,83467,-937,1868671,-5686,32945,41714,0,1575922,0,161767,7578854,5195046,0,0,0,0,0,1,0,161767,1575922
Gafisa,01545826000107,Consumo cíclico,Dez 2014,832007,1532079,1054445,2150998,3058403,1876580,2270869,-42549,48691,95131,41893,1695817,-19532,0,61647,0,1440498,0,109895,7205852,4691211,0,0,1047359,0,0,1,1047359,109895,1440498
Gafisa,01545826000107,Consumo cíclico,Mar 2015,789606.85,1562982,1074971,519501,3070891,1891523,2371484,31651,44641,102391,-51127,1788967,51977,0,11669,0,1476007,0,224743,7333898,4805799,0,0,891425,0,0,1,891425,224743,1476007
Gafisa,01545826000107,Consumo cíclico,Jun 2015,879498.49,1366049,1066751,1111030,3099492,1774467,2198587,60137,46219,109017,-45845,1620297,69021,0,23230,0,1464279,0,154229,7072546,4417677,0,0,722584,0,0,1,722584,154229,1464279
Gafisa,01545826000107,Consumo cíclico,Set 2015,742311.62,1357731,1126974,1735073,3112609,1757884,2189031,73623,49256,78796,-12910,1771950,98973,0,35674,0,1488988,0,67882,7059524,4550376,0,0,853946,0,0,1,853946,67882,1488988
Gafisa,01545826000107,Consumo cíclico,Dez 2015,892978.83,1088807,1061986,2294319,3097236,1614127,2048969,74449,49176,57335,91748,1880377,116286,0,47420,0,1395273,0,82640,6760332,4316764,0,0,629671,0,0,1,629671,82640,1395273
Gafisa,01545826000107,Consumo cíclico,Mar 2016,988526.58,1171380,1029252,405534,3046284,1658041,2075628,-53227,46829,80245,41952,1958087,-37665,17682,12698,0,1328042,0,143717,6779953,4390457,0,0,648359,0,0,1,648359,143717,1328042
Gafisa,01545826000107,Consumo cíclico,Jun 2016,745433.3,1007932,1064028,878905,3001290,1505067,2041767,-91665,51703,77721,26897,2063670,-70064,17682,21382,0,1285892,0,157737,6548124,4267421,0,0,460832,0,0,1,460832,157737,1285892
Gafisa,01545826000107,Consumo cíclico,Set 2016,906123.45,1025589,1024422,1417685,2928749,1460125,1964444,-164288,55633,66018,93287,2118652,-120675,17682,32451,0,1129351,0,161340,6353318,4138994,0,0,448558,0,0,1,448558,161340,1129351
Gafisa,01545826000107,Consumo cíclico,Dez 2016,676863.3,653634,983934,915698,1930453,1004086,2275550,-1163596,23977,79120,269666,1122724,-476262,0,33892,0,722640,0,29534,5210089,3400200,0,0,223646,0,0,1,223646,29534,722640
Gafisa,01545826000107,Consumo cíclico,Mar 2017,735586.5,601844,985469,136539,1562141,968769,2675841,-49397,22136,68788,69998,1058742,-127161,0,8708,0,665071,0,23814,5206751,3460194,0,0,213120,0,0,1,213120,23814,665071
Gafisa,01545826000107,Consumo cíclico,Jun 2017,292864.94,498534,828442,283792,1378424,832579,1480056,-229401,23624,73249,140108,996928,-263381,0,17583,0,602295,0,37979,3691059,1928781,0,0,176594,0,0,1,176594,37979,602295
Gafisa,01545826000107,Consumo cíclico,Set 2017,371372.96,626009,593263,444117,1221093,961555,1239683,-387242,24871,89975,200941,987657,-400845,0,25962,0,570303,0,26626,3422331,1845722,0,0,129372,0,0,1,129372,26626,570303
Gafisa,01545826000107,Consumo cíclico,Dez 2017,554506.92,535648,569250,608823,759404,905048,1213686,-849856,22342,98662,206865,882189,-864144,0,32046,0,484761,0,28527,2878138,1732925,0,0,118935,0,0,1,118935,28527,484761
Gafisa,01545826000107,Consumo cíclico,Mar 2018,446964,647684,335784,213397,936904,992989,955491,-55924,23440,99165,-62761,849737,-36921,0,3985,0,508421,0,23654,2885384,1749958,0,0,181284,0,0,1,181284,23654,508421
Gafisa,01545826000107,Consumo cíclico,Jun 2018,453150.5,687751,277019,515668,908570,1100318,873954,-85284,24209,94632,-25910,777405,-45809,0,9125,0,562072,0,14161,2882842,1694797,0,0,198736,0,0,1,198736,14161,562072
Gafisa,01545826000107,Consumo cíclico,Set 2018,491084.34,758977,201367,767974,871955,1188073,807523,-122509,24827,106363,-26940,858726,-63885,0,15518,0,569166,0,7931,2867551,1763850,0,0,186515,0,0,1,186515,7931,569166
Gafisa,01545826000107,Consumo cíclico,Dez 2018,672366.5,541018,348395,960891,493191,994074,1039015,-419526,20073,119847,31450,890460,-362506,0,21290,0,467992,0,32304,2526280,1683371,0,0,104856,0,0,1,104856,32304,467992
Gafisa,01545826000107,Consumo cíclico,Mar 2019,347185.16,348981,441191,95421,449455,707384,1164560,-46354,21615,115114,-31884,819458,-36236,0,4373,0,475820,0,12402,2321399,1506864,0,0,50666,0,0,1,50666,12402,475820
Gafisa,01545826000107,Consumo cíclico,Jun 2019,422448,267067,503648,195080,575353,636844,1195325,-59078,19633,161722,-9972,807992,-37935,0,8516,0,449356,0,11373,2407522,1614225,0,0,171444,0,0,1,171444,11373,449356
Gafisa,01545826000107,Consumo cíclico,Set 2019,403355.7,206637,544189,284292,782074,552180,1231944,-60746,15939,129825,68098,820892,-17428,0,11739,0,409212,0,12819,2566198,1785057,0,0,381397,0,0,1,381397,12819,409212
Gafisa,01545826000107,Consumo cíclico,Dez 2019,1014554.73,146375,584303,400465,895143,404342,1252402,-13742,14159,95450,44019,786660,10246,0,14181,0,445303,0,12435,2551887,1800168,0,0,401895,0,0,1,401895,12435,445303
Gafisa,01545826000107,Consumo cíclico,Mar 2020,449646400,335893,374276,71703,882957,600719,1032218,-25462,12602,101167,-37421,780738,-15924,0,2166,0,464463,0,6001,2515894,1755663,0,0,357336,0,0,1,357336,6001,464463
Ger Paranap,02998301000181,Utilidade pública,Mar 2007,2881920.96,917520,141617,158806,2159640,947483,266337,28763,3023986,35390,NA,61,66936,35800,NA,88805,0,102164,0,3373460,219556,0,0,0,0,0,1,0,102164,88805
Ger Paranap,02998301000181,Utilidade pública,Jun 2007,3305164.94,886205,142538,312807,2187780,916778,241680,56903,2998287,38458,NA,60,132228,382,NA,78798,0,105163,0,3346238,227451,0,354,0,0,0,1,354,105163,78798
Ger Paranap,02998301000181,Utilidade pública,Set 2007,3754575.938,872688,143628,470239,2195368,913589,252213,64491,2973321,44163,NA,58,186948,347,NA,78531,0,137131,0,3361170,269060,0,790,0,0,0,1,790,137131,78531
Ger Paranap,02998301000181,Utilidade pública,Dez 2007,3597273.5,865086,151178,634238,2134515,913620,263578,72783,2949154,50294,419213,77,261113,15500,NA,80143,0,133708,0,3311713,255919,0,787,0,0,0,1,787,133708,80143
Ger Paranap,02998301000181,Utilidade pública,Mar 2008,3199366.8,845252,157558,169333,2157559,894175,266618,23044,2920022,45046,NA,59,74982,15498,NA,78900,0,186099,0,3318352,297377,0,0,0,0,0,1,0,186099,78900
Ger Paranap,02998301000181,Utilidade pública,Jun 2008,3132200,838694,167689,335700,2166826,887963,263992,32311,2857499,45992,219004,73,144852,387,64827,79891,0,212700,0,3318781,316665,0,0,0,0,0,1,0,212700,79891
Ger Paranap,02998301000181,Utilidade pública,Set 2008,2927423,806626,173519,519887,2196431,854638,308645,92416,2831485,28372,344540,67,259736,30854,96874,87003,0,269633,0,3359714,397249,0,0,0,0,0,1,0,269633,87003
Ger Paranap,02998301000181,Utilidade pública,Dez 2008,1602631.31,839155,130069,707811,2141931,886420,326834,148332,2807901,29961,473104,74,370657,107710,140610,89727,0,313107,0,3355185,426006,0,0,0,0,0,1,0,313107,89727
Ger Paranap,02998301000181,Utilidade pública,Mar 2009,1768715.6,803896,126552,200688,2207866,850732,343695,65935,2780309,30313,108267,76,108579,107710,30320,99854,0,359404,0,3402293,503819,0,0,0,0,0,1,0,359404,99854
Ger Paranap,02998301000181,Utilidade pública,Jun 2009,2609266.43,772069,139873,387714,2224131,858372,274880,82200,2751931,61037,241844,74,151688,367,60655,81941,0,335918,0,3357383,488249,0,0,0,0,0,1,0,335918,81941
Ger Paranap,02998301000181,Utilidade pública,Set 2009,2716210.01,676486,189372,577794,2271936,784378,334309,130005,2725992,32619,364116,89,239121,295,91027,86607,0,392117,0,3390623,556192,0,0,0,0,0,1,0,392117,86607
Ger Paranap,02998301000181,Utilidade pública,Dez 2009,3192042,644713,201235,780274,2151402,746562,403205,189417,2690497,34766,475546,85,340828,102212,120964,93252,0,377223,0,3301169,492442,0,0,0,0,0,1,0,377223,93252
Ger Paranap,02998301000181,Utilidade pública,Mar 2010,3367989.1,622427,204185,206713,3352918,1214874,422201,32813,4385123,36684,80795,94,78581,101470,58855,94810,0,426815,0,4989993,553874,0,0,0,0,0,1,0,426815,94810
Ger Paranap,02998301000181,Utilidade pública,Jun 2010,3352371.5,597012,221199,415759,3393541,1187743,348245,72697,4328028,32421,187329,103,165242,-1103,117648,90696,0,398286,0,4929529,550980,0,0,0,0,0,1,0,398286,90696
Ger Paranap,02998301000181,Utilidade pública,Set 2010,3386051.68,726282,71222,636517,3451426,1298552,239921,129844,4272930,36603,289271,96,267006,-1778,176422,91029,0,477298,0,4989899,664562,0,0,0,0,0,1,0,477298,91029
Ger Paranap,02998301000181,Utilidade pública,Dez 2010,3758433.4,746104,91082,862303,3253807,1304654,317063,180505,4219836,34425,487216,0,364443,136419,235130,96430,0,0,495772,4875524,604631,0,0,0,0,0,1,0,495772,96430
Ger Paranap,02998301000181,Utilidade pública,Mar 2011,3966186,761704,100364,237008,2950234,1292284,323768,57224,4164085,47885,116320,0,116575,120641,57718,0,106597,0,235204,4566286,352066,0,0,0,0,0,1,0,235204,106597
Ger Paranap,02998301000181,Utilidade pública,Jun 2012,5725781.2,888748,127882,563041,3004526,1391957,199816,181624,3900459,13938,350743,0,318069,874,111560,0,118533,0,508533,4596299,643065,0,0,0,0,0,1,0,508533,118533
Ger Paranap,02998301000181,Utilidade pública,Set 2012,6704743,651521,271023,834006,2768252,1148258,349242,246592,3848571,17151,441652,0,453118,1075,167199,0,114731,0,232759,4265752,365576,0,0,0,0,0,1,0,232759,114731
Ger Paranap,02998301000181,Utilidade pública,Dez 2012,6136567.7,604024,346139,1103168,2467554,1083432,623385,324648,3804779,49796,596651,0,545142,158926,222849,0,116369,0,169552,4174371,317985,0,0,0,0,0,1,0,169552,116369
Ger Paranap,02998301000181,Utilidade pública,Mar 2013,NA,608780,362153,275353,2539455,1086580,576385,71519,3756013,39129,172784,0,135943,85163,54407,0,122008,0,250298,4202420,392681,0,0,0,0,0,1,0,250298,122008
Ger Paranap,02998301000181,Utilidade pública,Jun 2013,6075189.51,611618,386769,561972,2629507,1084839,544371,161113,3711754,28372,368310,0,294014,1191,108804,0,120467,0,352136,4258717,493592,0,0,0,0,0,1,0,352136,120467
Ger Paranap,02998301000181,Utilidade pública,Set 2013,5638594.43,852735,221202,875466,2745488,1319017,423936,276732,3673420,14721,455079,0,494392,1189,163178,0,137951,0,604151,4488441,763383,0,0,0,0,0,1,0,604151,137951
Ger Paranap,02998301000181,Utilidade pública,Dez 2013,5833157.668,861888,249245,1216036,2423270,1323814,763227,418251,3633639,15079,665143,0,696228,269055,217436,0,168728,0,611670,4510311,800443,0,0,0,0,0,1,0,611670,168728
Ger Paranap,02998301000181,Utilidade pública,Mar 2014,4926567.28,872105,257203,354245,2544886,1327903,621494,121516,3589012,34745,126935,0,209832,212064,54297,0,130789,0,0,4494283,828104,0,0,0,0,0,1,0,0,130789
Ger Paranap,02998301000181,Utilidade pública,Jun 2014,6034268.7,1357564,288845,638907,2615714,1807128,474277,192234,3545655,47172,324098,0,336203,1334,108596,0,123424,0,1123361,4897119,1274923,0,0,0,0,0,1,0,1123361,123424
Ger Paranap,02998301000181,Utilidade pública,Set 2014,5854846,1144823,28555,938619,2665659,1585014,258068,242095,3503817,70059,315985,0,430652,1322,162682,0,123340,0,773412,4508741,928118,0,0,0,0,0,1,0,773412,123340
Ger Paranap,02998301000181,Utilidade pública,Dez 2014,5817072.8,1153353,42584,1222998,1869566,1585767,388510,285578,3460966,79113,412022,0,486913,115363,216784,0,129513,0,141391,3843843,306076,0,0,0,0,0,1,0,141391,129513
Ger Paranap,02998301000181,Utilidade pública,Mar 2015,5382681,1097302,122249,292021,1893185,1521766,339062,23389,3410832,79149,43345,0,80387,62093,54187,0,125395,0,118502,3754013,266035,0,0,0,0,0,1,0,118502,125395
Ger Paranap,02998301000181,Utilidade pública,Jun 2015,5289192.33,1296398,119711,587661,1916751,1723056,298818,40797,3540773,83055,127668,0,150439,1665,107886,0,126604,0,168913,3938625,319148,0,0,0,0,0,1,0,168913,126604
Ger Paranap,02998301000181,Utilidade pública,Set 2015,4656805.35,1228156,192370,892884,1982175,1604389,488022,106009,3509995,117720,307528,0,291150,1664,161149,0,134835,0,326443,4074586,485420,0,0,0,0,0,1,0,326443,134835
Ger Paranap,02998301000181,Utilidade pública,Dez 2015,3777320,1250809,207974,1216220,1813883,1611636,757069,182647,3443199,175719,537503,0,433410,161904,218279,0,169832,0,464069,4182588,659620,0,0,0,0,0,1,0,464069,169832
Ger Paranap,02998301000181,Utilidade pública,Mar 2016,3966186,1201017,208855,321611,1901242,1540880,667002,71250,3397114,223928,100820,0,162236,117557,56293,0,149004,0,451236,4109124,632027,0,0,0,0,0,1,0,451236,149004
Ger Paranap,02998301000181,Utilidade pública,Jun 2016,NA,925880,496389,659277,1979146,1255843,901323,153608,3351978,258720,320314,0,325962,1636,112573,0,132989,0,542010,4136312,704032,0,0,0,0,0,1,0,542010,132989
Ger Paranap,02998301000181,Utilidade pública,Set 2016,NA,1009274,491597,1003389,2063170,1316663,983278,237488,3310092,295405,528859,0,481119,1574,168806,0,134305,0,808663,4363111,972268,0,0,0,0,0,1,0,808663,134305
Ger Paranap,02998301000181,Utilidade pública,Dez 2016,3368110,1012140,515611,1333311,1771988,1282349,1333786,361040,3290784,347623,771282,0,645230,228692,232395,0,135892,0,852563,4388123,1015250,0,0,0,0,0,1,0,852563,135892
Ger Paranap,02998301000181,Utilidade pública,Mar 2017,3232441.97,1019214,448396,376306,1900233,1285825,1122249,127904,3248126,365028,65684,0,221524,175697,56291,0,178609,0,770167,4308307,973659,0,0,0,0,0,1,0,770167,178609
Ger Paranap,02998301000181,Utilidade pública,Jun 2017,3018077.65,944176,199528,769699,2009912,1181021,768685,237271,3204805,370342,223917,0,395344,3316,112092,0,167327,0,469961,3959618,662825,0,0,0,0,0,1,0,469961,167327
Ger Paranap,02998301000181,Utilidade pública,Set 2017,4059673.17,1119858,342436,1107922,1981628,1258566,1170631,215478,3160943,564349,426899,0,375956,3315,169766,0,139644,0,983117,4410825,1157650,0,0,0,0,0,1,0,983117,139644
Ger Paranap,02998301000181,Utilidade pública,Dez 2017,3707753.87,1127521,360173,1453347,1693669,1224210,1591815,243881,3140463,676915,558322,0,395953,189012,248584,0,149874,0,976841,4509694,1163144,0,0,0,0,0,1,0,976841,149874
Ger Paranap,02998301000181,Utilidade pública,Mar 2018,3808796.5,1136924,362532,309262,1779550,1236127,1340139,85671,3095609,737707,-24104,0,162859,125951,56438,0,131004,0,878776,4355816,1034023,0,0,0,0,0,1,0,878776,131004
Ger Paranap,02998301000181,Utilidade pública,Jun 2018,3368109,1303779,443226,624604,1828462,1407665,1460669,134380,3049762,869782,219173,0,287977,1588,111001,0,134248,0,1231433,4696796,1390723,0,0,0,0,0,1,0,1231433,134248
Ger Paranap,02998301000181,Utilidade pública,Set 2018,3461597.65,1293895,202324,980354,1821542,1407698,1411659,127258,3009638,909748,211548,0,325788,1546,163211,0,186418,0,969271,4640899,1194719,0,0,0,0,0,1,0,969271,186418
Ger Paranap,02998301000181,Utilidade pública,Dez 2018,3424768.25,1300326,223708,1318862,1635421,1413517,1421223,255911,2976530,856067,371635,0,489868,185414,215568,0,196465,0,991104,4470161,1219177,0,0,0,0,0,1,0,991104,196465
Ger Paranap,02998301000181,Utilidade pública,Mar 2019,3667146.5,1311518,221767,378768,1724633,1421336,1324509,89050,2927904,884348,147055,0,173948,122364,55754,0,163378,0,1069841,4470478,1260676,0,0,0,0,0,1,0,1069841,163378
Ger Paranap,02998301000181,Utilidade pública,Jun 2019,3967445.09,1226548,132787,725301,1799806,1607400,1227295,164080,2878470,971507,403533,0,328042,1612,111725,0,136515,0,1039624,4634501,1196948,0,0,0,0,0,1,0,1039624,136515
Ger Paranap,02998301000181,Utilidade pública,Set 2019,4189046.95,1009697,334610,1065601,1853852,1380069,1492583,217964,2835874,1013558,542559,0,415652,1607,170201,0,143334,0,1165083,4726504,1332541,0,0,0,0,0,1,0,1165083,143334
Ger Paranap,02998301000181,Utilidade pública,Dez 2019,4470772.82,1017171,355375,1382480,1550797,1138034,1722953,246390,2807869,1057201,647387,0,464324,184508,223057,0,147361,0,1121907,4411784,1292322,0,0,0,0,0,1,0,1121907,147361
Ger Paranap,02998301000181,Utilidade pública,Mar 2020,4028509450,1030174,349939,449912,1691831,1151744,1670319,140481,2756436,1064696,120098,0,252869,126717,55289,0,232313,0,1177348,4513894,1430651,0,0,0,0,0,1,0,1177348,232313
Gerdau,33611500000119,Materiais básicos,Mar 2007,23763874.61,6998154,1676689,6486987,13483197,8553964,5258179,689730,11716051,2240696,1272642,4557428,931364,9085,260989,2865127,0,649403,0,27295340,13557763,0,4588848,0,0,0,1,4588848,649403,2865127
