Nome,CNPJ,setor_economico_bovespa,data,ValorMercado,TotEmFiLP,TotEmFiCP,Receita,PtLqCo,PasNoCir,PasCir,LucroLiquido,Imobil,Fornec,CxOper,Estoques,EBIT,DvPgCP,DeprAmor,ClieCP,CtaRecCP,DpInCP,CaixaEEqCx,AtivoTot,AtvCir,ApFiVrJuLP,AplFin,ApFiVrJuCP,AFAvCAmLP,AFAvCAmCP,linha_na,aplfin,caixaeqvcaixa,contasreceber
Copel,76483817000120,Utilidade pública,Dez 2013,7161092.8104,3517161,1014568,9180214,12928752,6834808,3347885,1072560,7983632,1092239,1337611,139278,1226193,18713,603202,0,2185023,0,1741632,23111445,4680284,154766,0,391198,11141,0,1,557105,1741632,2185023
Copel,76483817000120,Utilidade pública,Mar 2014,6994517.4672,3755458,777959,3051072,13502862,7127527,3803815,536567,8089560,1916136,-36284,132997,704589,15522,153972,0,3620565,0,0,24434204,5591745,144889,0,220034,11426,0,1,376349,0,3620565
Copel,76483817000120,Utilidade pública,Jun 2014,7766021.4946,4745432,965857,6169246,13520093,8172124,3373761,749055,8158830,1235215,459789,140515,1017180,4579,308162,0,2848749,0,2063537,25065978,5704523,161983,0,450682,0,0,1,612665,2063537,2848749
Copel,76483817000120,Utilidade pública,Set 2014,7677710.3349,4396427,1255555,9456130,13753348,7904051,3837284,968692,8379565,1335890,1188734,142061,1358699,4580,462465,0,2742151,0,1790122,25494683,5409291,183394,0,567197,0,0,1,750591,1790122,2742151
Copel,76483817000120,Utilidade pública,Dez 2014,8228886.0825,4755281,1299117,13918517,13682780,7879969,4055393,1205950,8304188,1587205,1091372,150622,1709914,19691,629943,0,3633319,0,740131,25618142,5218176,189166,0,472612,0,0,1,661778,740131,3633319
Copel,76483817000120,Utilidade pública,Mar 2015,7736437.9068,4715008,1836222,4237102,14131518,8137518,5129417,433968,8632727,1913652,228202,137835,675653,41178,159271,0,4642034,0,1132473,27398453,6437135,124087,0,288716,0,0,1,412803,1132473,4642034
Copel,76483817000120,Utilidade pública,Jun 2015,7925404.1523,6047016,941509,8145940,14156143,9606051,4184007,709307,8657388,1787999,515430,134712,1003005,23928,325110,0,5172044,0,867805,27946201,6869865,162345,0,456754,0,0,1,619099,867805,5172044
Copel,76483817000120,Utilidade pública,Set 2015,7323716.7628,6460310,629521,11391128,14262309,10105646,4046369,796916,8699629,1811769,871109,135951,1123922,18495,503355,0,5112034,0,831568,28414324,6720226,184459,0,386358,0,0,1,570817,831568,5112034
Copel,76483817000120,Utilidade pública,Dez 2015,5446067.6485,6528425,1232563,14728131,14584478,9574061,4789118,1192738,8692682,1613126,1320728,131018,1908738,346007,676472,0,4599127,0,1480727,28947657,6933397,177254,0,408274,0,0,1,585528,1480727,4599127
Copel,76483817000120,Utilidade pública,Mar 2016,6359459.167,6414703,1405090,3073638,14710154,9625247,4848541,133506,8803555,1536069,195998,141251,349309,333848,179036,0,4114441,0,1160439,29183942,5951158,252839,0,336054,0,0,1,588893,1160439,4114441
Copel,76483817000120,Utilidade pública,Jun 2016,6664824.7431,6031074,1644759,6768194,15683988,9630275,4455957,1126465,8941072,1229617,1083461,142384,1717745,24834,352747,0,2964095,0,828317,29770220,4512404,254958,0,392806,0,0,1,647764,828317,2964095
Copel,76483817000120,Utilidade pública,Set 2016,7393042.3829,6782981,1978389,9675390,15609198,10256259,4632126,1039349,9169506,1206386,1316403,138964,1966035,19133,532108,0,2723731,0,1417706,30497583,4881893,266342,0,338896,0,0,1,605238,1417706,2723731
Copel,76483817000120,Utilidade pública,Dez 2016,6286353.7176,6235162,2601940,13101753,15155446,9622727,5656036,958650,8934303,1255639,1476818,130637,2044102,266831,708296,0,2690609,0,982073,30434209,4402990,676467,0,303692,0,0,1,980159,982073,2690609
Copel,76483817000120,Utilidade pública,Mar 2017,7964563.7687,6169978,2747699,3297011,15390433,9737441,5807153,410342,9003701,1143603,427431,126880,823003,274549,183078,0,3007966,0,945591,30935027,4458093,761884,0,89340,0,0,1,851224,945591,3007966
Copel,76483817000120,Utilidade pública,Jun 2017,5910744.4764,6523838,2947899,6470240,15315591,10048569,6535088,550382,9272610,1527821,1035780,120886,1346133,303270,367194,0,3152700,0,1423948,31899248,5132471,769046,0,58972,0,0,1,828018,1423948,3152700
Copel,76483817000120,Utilidade pública,Set 2017,7010288.0119,6249288,3277407,10113909,15717885,10172706,7666236,959477,9661798,2175030,1184215,116701,1801883,313304,549391,0,3449965,0,1305400,33556827,6023635,727513,0,150237,0,0,1,877750,1305400,3449965
Copel,76483817000120,Utilidade pública,Dez 2017,6047456.2493,7413755,2416728,14024573,15510503,11541960,6109914,1033626,9829450,1683577,989206,110559,2141381,288981,731599,0,3750703,0,1040075,33162377,5701834,312714,0,60713,0,0,1,373427,1040075,3750703
Copel,76483817000120,Utilidade pública,Mar 2018,6694587.386,7822245,2571575,3348681,15833907,11973234,5911286,332278,10158540,1389284,641422,104317,590600,287015,177210,0,3645750,0,1697463,33718427,6008435,313307,0,41200,0,0,1,354507,1697463,3645750
Copel,76483817000120,Utilidade pública,Jun 2018,5605491.5932,6220702,3963877,6954511,16180850,10574645,7724505,679485,10435519,1672888,1330082,111321,1233910,278742,367164,0,3848373,0,1704148,34480000,6072795,251392,0,1381,87046,42200,1,382019,1704148,3848373
Copel,76483817000120,Utilidade pública,Set 2018,5670421.1748,6642199,3305895,11263637,16533006,11130035,7288336,1034274,10736928,2143297,1601662,116842,1832111,18244,554548,0,4258946,0,857862,34951377,5626758,239454,0,1380,90775,73795,1,405404,857862,4258946
Copel,76483817000120,Utilidade pública,Dez 2018,8251398.3963,8267510,3297928,14934780,16336214,12898772,6695114,1407063,10840663,1419243,1770971,116285,2394047,375675,749179,0,4134269,0,1948409,35930100,6677846,238945,0,124862,89555,203,1,453565,1948409,4134269
Copel,76483817000120,Utilidade pública,Mar 2019,9337422.006,7751294,3556216,3896006,16838841,12537920,6886528,497991,10785775,1529944,803091,113058,869372,369950,222772,0,4149025,0,2053970,36263289,6800453,330216,0,155272,181849,0,1,667337,2053970,4149025
Copel,76483817000120,Utilidade pública,Jun 2019,13048747.456,8479390,2724105,7561721,17181691,13316556,5720457,847319,10774988,1452607,1385338,119416,1555770,10056,483387,0,4197199,0,1906712,36218704,6612373,273370,0,1390,92305,43723,1,410788,1906712,4197199
Copel,76483817000120,Utilidade pública,Set 2019,13792139.463,9276462,1661706,11831864,17793634,14062882,4868678,1418982,10765375,1664924,2085809,119066,2501434,10051,739377,0,4239377,0,2026390,36725194,6748404,284152,0,1403,100229,125,1,385909,2026390,4239377
Copel,76483817000120,Utilidade pública,Dez 2019,18905727.684,10152271,1419822,16244274,17598212,15368717,5345621,1989946,10592103,1685280,2945006,130442,3190681,616356,1093836,0,4358216,0,2941727,38312550,7909196,306703,0,3112,98433,147,1,408395,2941727,4358216
Copel,76483817000120,Utilidade pública,Mar 2020,15348314232,9718005,1480613,4153941,18109128,15023360,5167614,512270,10433999,1533067,830583,139891,867785,616351,285517.8,0,4323402,0,3014957,38300102,7903235,313614,0,1446,127156,140,1,442356,3014957,4323402
Cosan,50746577000115,Petróleo gás e biocombustíveis,Mar 2007,7045447.8,2923754,75866,2922979,1572821,4072531,547475,192544,1674686,197216,212470,915318,473425,0,328272,212062,0,1280478,0,6192827,2867012,0,0,0,0,0,1,0,1280478,212062
Cosan,50746577000115,Petróleo gás e biocombustíveis,Jun 2007,5953686.72,2825504,88991,3605056,1651190,4020431,591733,357269,2013137,113773,743318,503350,409334,75815,520646,112283,0,1217129,0,6263354,2224745,0,0,0,0,0,1,0,1217129,112283
Cosan,50746577000115,Petróleo gás e biocombustíveis,Set 2007,4722150,2646195,116521,591713,1664227,3824714,838051,13667,2076733,315207,-140165,790209,-128758,75815,181347,140381,0,816401,0,6326992,2270828,0,0,0,0,0,1,0,816401,140381
Cosan,50746577000115,Petróleo gás e biocombustíveis,Dez 2007,5668988.3151,2233876,105072,1219202,1678778,3429931,770477,28890,2070286,373295,-311972,1194841,-246191,34,377000,107296,0,141591,0,5879186,1851086,0,0,0,0,0,1,0,141591,107296
Cosan,50746577000115,Petróleo gás e biocombustíveis,Mar 2008,7086248,2251826,74946,1893153,3349314,3446663,480454,-42505,2293254,196268,-370075,1019669,-339826,34,473014,105432,0,1448174,0,7276431,2989362,0,0,0,0,0,1,0,1448174,105432
Cosan,50746577000115,Petróleo gás e biocombustíveis,Jun 2008,7549579.6,2191226,83344,2736176,3343516,3472259,577692,-47775,2771359,190990,-19154,570518,-353279,0,542755,215238,0,1010088,0,7393467,2283605,0,0,0,0,0,1,0,1010088,215238
Cosan,50746577000115,Petróleo gás e biocombustíveis,Set 2008,4159859.1982,2047935,66367,639590,3284623,3390544,693379,-58143,2864722,331567,-45788,905595,-168234,0,199331,115483,0,633927,0,7368546,2140019,0,88404,0,0,0,1,88404,633927,115483
Cosan,50746577000115,Petróleo gás e biocombustíveis,Dez 2008,3677784.2,2679347,301650,1354666,4020931,4036957,1215827,-438814,2993156,492007,-204903,1439902,-224607,0,414834,215910,0,1562821,0,9273715,3740853,0,8758,0,0,0,1,8758,1562821,215910
Cosan,50746577000115,Petróleo gás e biocombustíveis,Mar 2009,3161360.88,2885456,1449504,6270089,3396626,4925537,2325230,-473836,3493947,456116,427023,1106185,108358,0,623624,599163,0,719356,0,10647393,3074914,0,28779,0,0,0,1,28779,719356,599163
Cosan,50746577000115,Petróleo gás e biocombustíveis,Jun 2009,5360284.8,4091447,1127356,3566103,4070517,6134142,2369674,337269,4516362,662751,534221,1149923,52171,0,255506,585636,0,932920,0,12574333,3602587,0,126677,0,0,0,1,126677,932920,585636
Cosan,50746577000115,Petróleo gás e biocombustíveis,Set 2009,7285454.5787,4667395,1184658,7141439,4250901,6330303,2628960,510636,4671373,712502,542887,1531522,251045,0,412311,589668,0,948647,0,13210164,4107851,0,246960,0,0,0,1,246960,948647,589668
Cosan,50746577000115,Petróleo gás e biocombustíveis,Dez 2009,10398724.556,4859073,892636,10941939,4963935,6087805,2345505,677765,4871534,712139,512167,1936791,582374,0,561982,511100,0,864077,0,13397245,4212843,0,244064,0,0,0,1,244064,864077,511100
Cosan,50746577000115,Petróleo gás e biocombustíveis,Mar 2010,8806784.56,5136529,800902,15336055,5157581,6729338,2117869,986495,5561065,569399,1557834,1046730,992516,116569,721933,766415,0,1078366,0,14004788,3892795,0,275533,0,0,0,1,275533,1078366,766415
Cosan,50746577000115,Petróleo gás e biocombustíveis,Jun 2010,9172383.8792,5322684,854345,3999622,6004279,8042980,2451310,414,6360261,716254,607303,1066340,143662,116569,155401,619127,0,1054914,0,16498569,3712208,0,195781,0,0,0,1,195781,1054914,619127
Cosan,50746577000115,Petróleo gás e biocombustíveis,Set 2010,10225914.07,5310811,1058598,8715709,5594055,7019997,2722811,448445,5878400,832087,345626,1938814,675007,7038,475618,760031,0,988367,0,15336863,4807071,0,241931,0,0,0,1,241931,988367,760031
Cosan,50746577000115,Petróleo gás e biocombustíveis,Dez 2010,11214270.87,5961678,1123983,13454142,6317665,8871693,2913812,290647,6799893,754362,572280,1642652,602713,7038,669234,657453,0,1136882,0,18103170,4665521,0,0,0,0,0,1,0,1136882,657453
Cosan,50746577000115,Petróleo gás e biocombustíveis,Mar 2011,10319486.6,6274895,916400,18063480,6784346,9502934,2457376,771565,7980524,558766,2337098,670331,1337758,190285,742307,0,594857,0,1254070,18744656,3462254,0,0,0,0,0,1,0,1254070,594857
Cosan,50746577000115,Petróleo gás e biocombustíveis,Jun 2012,12529473.93,4480212,1206754,6125618,9371355,10235492,3121609,-17050,7678322,633349,44671,893481,175095,266760,259208,0,960536,0,1407201,22728456,5312270,0,0,0,0,0,1,0,1407201,960536
Cosan,50746577000115,Petróleo gás e biocombustíveis,Set 2012,14971488.21,4455611,1244365,13157870,11307380,10037483,3214502,266182,7000517,787966,552892,1477580,571084,95609,636716,0,1098820,0,1892161,24559365,5903443,0,0,0,0,0,1,0,1892161,1098820
Cosan,50746577000115,Petróleo gás e biocombustíveis,Dez 2012,16906341.61,9871883,1789555,21554967,13462948,16941737,4454106,608475,7016528,1449504,1110748,1706626,1134531,43146,1092627,0,1857291,0,2324594,34858791,7065644,0,0,0,0,0,1,0,2324594,1857291
Cosan,50746577000115,Petróleo gás e biocombustíveis,Mar 2013,18364074.437,9514120,2098518,30016488,13395672,15693925,4710438,638225,7435103,1387651,2350102,911910,1598538,177481,1544087,0,1691559,0,2487860,33800035,6563643,0,0,0,0,0,1,0,2487860,1691559
Cosan,50746577000115,Petróleo gás e biocombustíveis,Jun 2013,17512479.198,7138719,1554529,2225938,13042721,11686282,3438933,-197996,1206120,970343,356098,274147,254469,341818,127108,0,1018243,0,1490634,28167936,3674483,0,0,0,0,0,1,0,1490634,1018243
Cosan,50746577000115,Petróleo gás e biocombustíveis,Set 2013,17293876.822,7241013,1376146,4660449,13257017,11894855,2950733,10847,1249958,841972,763480,292076,823713,0,280488,0,1301729,0,1202229,28102605,3330933,0,0,105658,0,0,1,105658,1202229,1301729
Cosan,50746577000115,Petróleo gás e biocombustíveis,Dez 2013,16022744.49,7842563,987596,6878214,13515370,12445746,2637257,234150,1271910,862429,1151222,311980,1262751,144751,439144,0,844483,0,1474553,28598373,3546641,0,0,0,0,0,1,0,1474553,844483
Cosan,50746577000115,Petróleo gás e biocombustíveis,Mar 2014,14253107.981,7912384,810079,2157186,13713640,12426975,2346254,256122,1296841,825409,252060,269594,473689,202499,NA,0,869707,0,0,28486869,3599539,0,0,0,0,0,1,0,0,869707
Cosan,50746577000115,Petróleo gás e biocombustíveis,Jun 2014,16210076.691,6461662,549998,4403195,13795922,12881051,2085745,360269,1320690,926995,527306,303675,892626,43688,330999,0,879997,0,1321395,28762718,3631117,0,0,0,0,0,1,0,1321395,879997
Cosan,50746577000115,Petróleo gás e biocombustíveis,Set 2014,15966407.062,6685705,654774,6765425,13905030,13122558,2267138,375502,1360812,996693,979483,327367,1272267,12181,503921,0,872473,0,1306496,29294726,3797397,0,0,0,0,0,1,0,1306496,872473
Cosan,50746577000115,Petróleo gás e biocombustíveis,Dez 2014,11708969.083,6541268,856334,8146863,12449273,12109230,2545209,292023,351435,971170,1000248,347903,1481972,20347,581857,0,822424,0,1540192,27103712,3408388,0,0,0,0,0,1,0,1540192,822424
Cosan,50746577000115,Petróleo gás e biocombustíveis,Mar 2015,11319346.542,7314044,1070779,1935513,12437504,13298350,2671925,-43683,370970,1192167,286790,317790,184591,20347,138598,0,785840,0,1861592,28407779,3737087,0,0,0,0,0,1,0,1861592,785840
Cosan,50746577000115,Petróleo gás e biocombustíveis,Jun 2015,10207298.872,7062548,1159312,4057539,12362650,13012230,3024941,5765,372858,1313803,897804,332394,622114,14315,278522,0,828679,0,2020616,28399821,3900256,0,0,0,0,0,1,0,2020616,828679
Cosan,50746577000115,Petróleo gás e biocombustíveis,Set 2015,8169897.6658,7852483,1147344,6316777,12142994,13816538,3219208,-7580,383654,1545339,1452754,392141,903932,15756,420778,0,862131,0,1865000,29178740,4709616,0,0,0,0,0,1,0,1865000,862131
Cosan,50746577000115,Petróleo gás e biocombustíveis,Dez 2015,10227591.712,8525185,1230518,8451901,12534676,14502462,3345053,666584,401800,1544822,1863183,431117,2029475,41656,561753,0,759710,0,3129530,30382191,5165823,0,0,0,0,0,1,0,3129530,759710
Cosan,50746577000115,Petróleo gás e biocombustíveis,Mar 2016,12739845.391,8059768,1214715,1962148,12024580,14018955,3394322,248706,396143,1391622,317060,436518,777249,33295,142794,0,726119,0,2660251,29437857,4723574,0,0,0,0,0,1,0,2660251,726119
Cosan,50746577000115,Petróleo gás e biocombustíveis,Jun 2016,13520256.324,7051319,1192881,3969453,12116443,12630428,3456419,530292,392832,1370017,926324,431590,1508104,36012,291476,0,797496,0,2259354,28203290,4291437,0,0,0,0,0,1,0,2259354,797496
Cosan,50746577000115,Petróleo gás e biocombustíveis,Set 2016,15329183.406,7768618,1246859,5765284,12456418,13268645,3581242,857805,393488,1386895,1617992,396908,2190266,21202,452645,0,774147,0,2981145,29306305,7649835,0,0,0,0,0,1,0,2981145,774147
Cosan,50746577000115,Petróleo gás e biocombustíveis,Dez 2016,15537152.654,8202129,936000,7541793,10792339,13284685,3222805,1036085,389329,1467570,2235238,346173,2793431,94055,615314,0,713468,0,3990930,27299829,6303857,0,0,0,0,0,1,0,3990930,713468
Cosan,50746577000115,Petróleo gás e biocombustíveis,Mar 2017,15850022.266,7424680,1436914,1593142,11099654,12549629,3405068,205318,381842,1426973,430107,351462,408882,24003,156591,0,704084,0,3724546,27054351,6021846,0,0,0,0,0,1,0,3724546,704084
Cosan,50746577000115,Petróleo gás e biocombustíveis,Jun 2017,14062690.58,7577927,1480582,3464422,10828509,12444072,3700691,129273,376340,1583548,916160,338336,648894,27325,308656,0,860640,0,3415115,26973272,5892204,0,0,0,0,0,1,0,3415115,860640
Cosan,50746577000115,Petróleo gás e biocombustíveis,Set 2017,14688273.586,7170521,1749086,5535783,11314894,12113643,4228596,628966,382314,1700274,1454577,355511,1376292,27325,450653,0,892319,0,3720495,27657133,6450820,0,0,0,0,0,1,0,3720495,892319
Cosan,50746577000115,Petróleo gás e biocombustíveis,Dez 2017,16861371.731,8063447,1611547,7670777,10297265,13250617,4991391,1315324,412325,1805385,1792909,380770,2866649,373277,596687,0,918423,0,3150328,28539273,7780048,0,0,0,0,0,1,0,3150328,918423
Cosan,50746577000115,Petróleo gás e biocombustíveis,Mar 2018,16878676.112,7973491,1071686,2155842,10658843,13182181,4229134,345716,407667,1843576,1532441,350754,539939,339907,142102,0,971744,0,3963908,28070158,7375378,0,0,0,0,0,1,0,3963908,971744
Cosan,50746577000115,Petróleo gás e biocombustíveis,Jun 2018,13800238.264,9060458,1214399,4575346,9759109,13912687,4322914,281371,412969,2050235,1882168,407589,803422,31211,290741,0,1161828,0,3144354,27994710,7277278,0,0,0,0,0,1,0,3144354,1161828
Cosan,50746577000115,Petróleo gás e biocombustíveis,Set 2018,12721446.217,9237723,869759,7488251,9799891,13980087,4300290,325315,415634,2241172,2430823,464020,1131650,31211,431903,0,1261691,0,3139142,28080268,7359263,0,0,0,0,0,1,0,3139142,1261691
Cosan,50746577000115,Petróleo gás e biocombustíveis,Dez 2018,13133588.103,8795935,1161203,10299099,10923133,13872409,3994218,1652321,498413,1472203,2693814,452904,2753067,427232,569711,0,1128304,0,2696947,28789760,7589545,0,0,0,0,0,1,0,2696947,1128304
Cosan,50746577000115,Petróleo gás e biocombustíveis,Mar 2019,16740810.897,9874437,1813719,3094696,10129492,15043903,4728923,395710,481858,1556179,239673,468133,638193,423759,140017,0,1408275,0,3487723,29902318,8463953,0,0,0,0,0,1,0,3487723,1408275
Cosan,50746577000115,Petróleo gás e biocombustíveis,Jun 2019,18114617.184,9800049,1946588,6437971,10098691,14812412,4779970,813974,466939,1611857,874716,519909,1265581,34503,278544,0,1558092,0,3246371,29691073,8384651,0,0,0,0,0,1,0,3246371,1558092
Cosan,50746577000115,Petróleo gás e biocombustíveis,Set 2019,20889430.178,9625066,2413172,10124218,10966395,14397734,5701047,1632861,464013,1763133,1864100,521500,2547639,13753,430162,0,1584128,0,3572908,31065176,9271300,0,0,0,0,0,1,0,3572908,1584128
Cosan,50746577000115,Petróleo gás e biocombustíveis,Dez 2019,27191727.459,11034171,2380782,13560445,11061216,15637848,6166076,2425405,1031983,1676725,2807999,538797,3599856,590204,570301,0,1400498,0,6076644,32865140,11336691,0,0,0,0,0,1,0,6076644,1400498
Cosan Log,17346997000139,Bens industriais,Dez 2013,NA,598774,107200,749348,1419096,797395,337589,120819,1013149,82872,231847,5237,229952,0,58955,0,32506,0,497754,2554080,550331,0,0,0,0,0,1,0,497754,32506
Cosan Log,17346997000139,Bens industriais,Mar 2014,NA,578879,110037,207934,1440010,786021,319640,56061,1021712,57227,6229,5250,89720,0,21717,0,26551,0,0,2545671,513664,0,0,0,0,0,1,0,0,26551
Cosan Log,17346997000139,Bens industriais,Jun 2014,NA,553140,111168,398415,1392414,766717,286116,59645,1036862,83385,8805,5311,120686,0,44728,0,29179,0,222371,2445247,289439,0,0,0,0,0,1,0,222371,29179
Cosan Log,17346997000139,Bens industriais,Set 2014,NA,594424,121274,659715,1337989,810271,302266,88031,1047280,114947,52394,6099,181442,0,70378,0,36908,0,97765,2450526,162467,0,0,0,0,0,1,0,97765,36908
Cosan Log,17346997000139,Bens industriais,Dez 2014,1160750.488,657284,127425,915441,1328250,879134,377476,104312,1084455,141289,73152,5817,225092,0,97244,0,42685,0,86487,2584860,159164,0,0,0,0,0,1,0,86487,42685
Cosan Log,17346997000139,Bens industriais,Mar 2015,1083637.6934,987234,132521,205611,1262637,1213882,399606,7553,1139393,181753,-1029,6911,34430,0,26653,0,22776,0,251102,2876125,302908,0,0,0,0,0,1,0,251102,22776
Cosan Log,17346997000139,Bens industriais,Jun 2015,945646.37662,6871457,1094348,1425896,4222558,14027635,2903536,27085,8813863,701835,504586,106790,443948,0,203540,0,157024,0,508474,21153729,1768472,0,0,534429,0,0,1,534429,508474,157024
Cosan Log,17346997000139,Bens industriais,Set 2015,470793.90424,10511199,2076446,2783622,4174882,14074304,3430681,7873,9122433,745949,1105209,190880,796793,8414,398871,0,185610,0,240553,21679867,1864621,0,0,879027,0,0,1,879027,240553,185610
Cosan Log,17346997000139,Bens industriais,Dez 2015,430208.22284,7141113,1444063,4037923,4016357,14237677,3491628,-30030,9404087,419158,1513025,225784,1044654,0,616528,0,144535,0,246849,21745662,1489603,200893,0,0,0,0,1,200893,246849,144535
Cosan Log,17346997000139,Bens industriais,Mar 2016,219162.67956,6543079,2119914,1185891,3836095,13808873,4115453,-48044,9637560,557926,355105,217555,232592,0,209785,0,177364,0,207406,21760421,1251775,181875,0,0,0,0,1,181875,207406,177364
Cosan Log,17346997000139,Bens industriais,Jun 2016,1436661.3665,7144571,1025009,2562139,6169237,14356048,2913391,-59050,10051873,473375,743614,212832,608403,0,425432,0,247118,0,71863,23438676,2650949,189159,0,0,0,0,1,189159,71863,247118
Cosan Log,17346997000139,Bens industriais,Set 2016,1615200.3481,6904122,1148391,3999922,6113420,13846335,3156733,-76814,10301655,527942,1434484,293443,1024399,0,651816,0,272880,0,41804,23116488,2462462,195461,0,0,0,0,1,195461,41804,272880
Cosan Log,17346997000139,Bens industriais,Dez 2016,1828788.0591,7055450,1467725,5014555,5682276,13960215,3395517,-206694,10337119,564972,1449637,284579,905641,0,1120019,0,417156,0,260542,23038008,2308031,200999,0,0,0,0,1,200999,260542,417156
Cosan Log,17346997000139,Bens industriais,Mar 2017,2473811.5028,9289436,1586100,1199174,5433743,16191702,3437305,-70922,10544803,499946,546170,248385,202211,0,289903,0,295417,0,2591724,25062750,4044557,225144,0,0,0,0,1,225144,2591724,295417
Cosan Log,17346997000139,Bens industriais,Jun 2017,2418066.0043,9105069,1658246,2705317,5404502,15839444,3442815,-199178,10747754,424087,1011460,242566,635061,0,588704,0,282690,0,186302,24686761,3414605,219719,0,0,0,0,1,219719,186302,282690
Cosan Log,17346997000139,Bens industriais,Set 2017,3294016.8552,8714423,1412784,4354227,5483203,15442893,3219806,-60999,10945776,488960,1729072,258591,1130997,0,892940,0,313756,0,189999,24145902,2697738,225695,0,0,0,0,1,225695,189999,313756
Cosan Log,17346997000139,Bens industriais,Dez 2017,4293907.8845,8076938,1594008,5946349,8023590,14698154,3515606,-79515,11266278,628597,2307767,282291,1412045,0,1341687,0,359342,0,179909,26237350,4413732,225634,0,0,0,0,1,225634,179909,359342
Cosan Log,17346997000139,Bens industriais,Mar 2018,4651490.1521,9732869,1550218,1396683,7969745,16281264,3118585,-16225,11450162,512390,301314,294608,319510,0,331120,0,360035,0,1689411,27369594,5486096,0,0,0,0,0,1,0,1689411,360035
Cosan Log,17346997000139,Bens industriais,Jun 2018,4448299.297,8798797,1348916,3061228,7941393,15379539,2935578,-26900,11667811,484686,1024081,354188,796686,0,697057,0,384810,0,83907,26256510,3801569,0,0,0,0,0,1,0,83907,384810
Cosan Log,17346997000139,Bens industriais,Set 2018,4675705.0191,8868866,1176716,4938340,8176200,15481994,2749171,36916,11904297,477688,2008491,305570,1394046,0,1051716,0,363343,0,74546,26407365,3552734,0,0,0,0,0,1,0,74546,363343
Cosan Log,17346997000139,Bens industriais,Dez 2018,6041381.2376,9669477,924904,6584936,8300883,16366172,2475126,74643,11916818,451637,2702025,263386,1749609,0,1491306,0,417339,0,143710,27142181,4081138,0,0,0,0,0,1,0,143710,417339
Cosan Log,17346997000139,Bens industriais,Mar 2019,7036704.5832,9745861,856484,1634946,7796069,17988600,2361977,6979,11226530,428632,521329,267471,378628,0,422455,0,434201,0,959794,28146646,3711275,0,0,0,19041,0,1,19041,959794,434201
Cosan Log,17346997000139,Bens industriais,Jun 2019,8235722.0089,9658623,1007237,3363686,8038370,17785574,2453751,57730,11382532,434310,1341259,288801,883884,0,839433,0,493822,0,1391155,28277695,3769393,0,0,0,0,0,1,0,1391155,493822
Cosan Log,17346997000139,Bens industriais,Set 2019,9689599.8854,9960626,938869,5423550,8411749,20480232,2835079,158542,11460789,434644,2542943,284752,1643513,0,1282291,0,441142,0,1395258,31727060,3811558,0,0,0,0,0,1,0,1395258,441142
Cosan Log,17346997000139,Bens industriais,Dez 2019,10742804.033,10654891,1065586,7087840,8615570,21181323,3041147,213937,11770168,513325,3522242,248456,2105313,0,1716182,0,385563,0,1963018,32838040,4953879,0,0,0,0,0,1,0,1963018,385563
Cosern,08324196000181,Utilidade pública,Mar 2007,1366694.7572,379496,39430,169085,511211,451185,263343,27885,366620,42771,NA,1290,50809,73943,NA,142448,0,23447,0,1225739,348806,0,33965,0,0,0,1,33965,23447,142448
Cosern,08324196000181,Utilidade pública,Jun 2007,1494539.9,369755,46733,359856,567135,438279,213012,80910,366046,43211,NA,1360,129417,6288,NA,178006,0,23286,0,1218426,361556,0,8580,0,0,0,1,8580,23286,178006
Cosern,08324196000181,Utilidade pública,Set 2007,1398286.46,327097,74925,542207,608779,390953,254645,120779,384194,50454,NA,2157,192324,419,NA,160410,0,19189,0,1254377,359125,0,33195,0,0,0,1,33195,19189,160410
Cosern,08324196000181,Utilidade pública,Dez 2007,1455705.9771,378308,42468,749818,513013,442995,345551,169114,381740,54860,256159,1716,257414,89413,48756,178104,0,64759,0,1301559,406157,0,1514,0,0,0,1,1514,64759,178104
Cosern,08324196000181,Utilidade pública,Mar 2008,1471881.54,372632,51283,202503,579627,431067,318558,52170,388062,59233,NA,1478,76321,73773,NA,175007,0,114171,0,1329252,433824,0,1559,0,0,0,1,1559,114171,175007
Cosern,08324196000181,Utilidade pública,Jun 2008,1533218.16,353590,41356,385757,615923,408475,274697,110924,408047,57918,NA,1634,117990,31477,NA,172141,0,51667,0,1299095,383680,0,3262,0,0,0,1,3262,51667,172141
Cosern,08324196000181,Utilidade pública,Set 2008,1453621.54,343408,50766,575265,641370,390778,274287,144386,421913,62351,NA,2207,154177,556,NA,168436,0,48301,0,1306435,383429,0,3801,0,0,0,1,3801,48301,168436
Cosern,08324196000181,Utilidade pública,Dez 2008,1435690.0027,375309,48488,796266,551633,416732,361716,212344,450248,62122,279462,1692,226108,107510,44690,190286,0,37556,0,1330081,375338,0,2626,0,0,0,1,2626,37556,190286
Cosern,08324196000181,Utilidade pública,Mar 2009,1299708.5312,364034,54148,181665,583984,410147,344084,32351,462674,70248,83152,2197,38175,77424,10405,171637,0,49897,0,1338215,381618,0,2728,0,0,0,1,2728,49897,171637
Cosern,08324196000181,Utilidade pública,Jun 2009,1508753.08,352209,49167,384584,606079,389320,361552,68810,478060,70963,142523,2156,77764,72845,20892,182631,0,46225,0,1356951,401270,0,3041,0,0,0,1,3041,46225,182631
